Name,Price,Adress,img_link
Lapins Angora métissés,15000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3035970_uploaded_image1_1617382564.jpg
Pigeon voyageur,10000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4662603_uploaded_image1_1711547811.jpg
Lapereaux,20000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3052171_uploaded_image1_1618086163.jpg
Lapin,80000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4296184_uploaded_image1_1689472721.jpg
Pigeon Laor,60000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3058782_uploaded_image1_1618401720.jpg
Pigeon Château Rouge,50000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3063568_uploaded_image1_1618595933.jpg
Pigeon Lahor,40000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg
Lapin Angora,20000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3072438_uploaded_image2_1619019452.jpeg
Pigeon King Blanc,75000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg
Pigeon King Blanc,75000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg
Pigeon King Blanc,75000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg
Pigeon Lahor,40000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg
Poulets de chair,1500,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4696598_uploaded_image1_1713352074.jpg
Couples Pigeons Boulant Panarami reproducteurs,130000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3083820_uploaded_image1_1619564909.jpg
Pigeon King Blanc,75000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg
Lapin couple fauve adultes,80000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3089288_uploaded_image1_1619848402.jpg
Pigeon Lahore,20000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3090984_uploaded_image1_1619904750.jpg
