Name,Price,Adress,img_link
Chaton Gimalayen Siamois,250000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4333502_uploaded_image1_1691932427.jpg
Taureau,320000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4335558_uploaded_image1_1692061499.jpg
Dinde rouge pair,35000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4381112_uploaded_image1_1695035479.jpg
Chat Persan,650000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4386249_uploaded_image1_1695340690.jpg
Chèvre,80000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4387674_uploaded_image1_1695430824.jpg
Vache montbéliardes,2000000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4851931_uploaded_image2_1721447498.jpeg
Pintade,75000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4465594_uploaded_image1_1700505532.jpg
Perroquets,50000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4903200_uploaded_image1_1724163057.jpg
Pintade,7000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4412768_uploaded_image1_1697036744.jpg
Paon,140000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg
Paon,250000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4451044_uploaded_image1_1699554808.jpg
Perruche ondulée,7000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4452994_uploaded_image1_1699659802.jpg
Cailles,1500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4454743_uploaded_image1_1699793813.jpg
Perruche ondulée,15000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4846061_uploaded_image1_1721147785.jpg
Perruche Anglaise,40000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4456172_uploaded_image1_1699885668.jpg
Chat Brittish Shorthair,700000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4629619_uploaded_image1_1709768692.jpg
Pintade,75000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4465594_uploaded_image1_1700505532.jpg
Cochons d'inde,20000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4555313_uploaded_image1_1705776199.jpg
Cochons d'inde,20000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4555313_uploaded_image1_1705776199.jpg
Vaches,1500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4504586_uploaded_image1_1702911785.jpg
